filepath,title
663,A woman sits in front of a refrigerator.
664,Two bowls with chop sticks sitting on them sitting on a table next to several plates of food.
665,some stickers on a sign in the city
666,"A man on horse and buggy going down a road.
"
667,A lady is just about to pull out her oven-baked donuts. 
668,A surfer is surfing in front of a large wave.
669,a baby standing in a field while people behind fly kites
670,A couple of women standing next to each other.
671,An elephant standing in water grasps a branch with its trunk.
672,Laptop computer next to assortment of snacks and beverages on counter with view of airport gate area.
673,A door leads into an all white bathroom.
674,a close up of a plate of pizza on a table 
675,The tall giraffe is even having trouble reaching the leafs of the tree. 
676,The sheep are grazing through the snow covered meadow. 
677,A young girl is eating out of a big bowl
678,A giraffe in an enclosure looking at a tree.
679,There are two couches in the room near the mirror. 
680,"Plates with Apples, and other snacks are near some peanut butter and a half loaf of bread. "
681,"A baseball player is holding a baseball bat, preparing to swing."
682,A bowl with some bananas and figs are sitting.
683,A herd of cattle grazing on some grass.
684,A tower reminiscent of the Eiffel Tower is seen in this city
685,A bird chirping while perched in a tree.
686,a baby standing in a field while people behind fly kites
687,A woman sitting on a couch next to a bathroom sink.
688,The woman is standing on the side of the street carrying a umbrella. 
689,A city street showing traffic at a stoplight intersection 
690,A cat sits on top of a television set.
691,a batter standing next to the plate holding a bat
692,A giraffe standing in a stone enclosure next to a stone painting of deer.
693,a group of men holding some food 
694,A black and yellow train engine next to buildings.
695,The bedroom needs to be cleaned before someone can go to sleep
696,A kid on a yellow boogie board riding on a wave.
697,Colorful military jet with missiles attached in flight
698,A woman lying down while texting on a cell phone.
699,A surfer holding a surfboard and standing in the water.
700,A teddy bear dressed in lace and green sits on a board.
701,A cross country skier traversing a snowy road in a forest
702,A potted tree siting next to a bench in front of a brick wall.
703,A woman Riding a wave on a surfboard 
704,Several boats that are floating in the water.
705,A man and three kids posing in front of a cake.
706,A black dog looks at the water while standing on a boat.
707,An old building with a steeple and two clocks is surrounded by gray clouds.
708,a man standing by a white bus next to a bus stop 
709,"Commercial kitchen with preparation table, stove, pots and pans. "
710,A young woman surfing in the ocean on a yellow surfboard.
711,A little boy sitting in the back seat of a car.
712,A table is shown with chairs and televisions.
713,Two men standing outside beside a table that has a birthday cake inside a box. 
714,A giraffe in an enclosure looking at a tree.
715,Trucks park near the gas pump at the station. 
716,there is a woman with a robe on laying in bed
717,A boy plays with a bright red soccer ball in the park 
718,A bird is walking on top of a laptop keyboard.
719,A man and woman posing on and by a chair.
720,An elephant standing in water grasps a branch with its trunk.
721,The clock is almost ready to turn to eleven.
722,Skiers traveling through snow in the middle of city on snowy day.
723,a man that is throwing a frizbee in teh woods
724,there is a broken wall with a clock on it 
725,A dog sits in a car seat while wearing a harness.
726,A man on a skateboard is riding throughout the skatepark. 
727,White rice with vegetables and meat on a white plate with silverware. 
728,A man is flying a kite in a field.
729,A dining room and living room are connected by an open arch
730,A large sailboat with red sails sailing in a large body of water.
731,A person sitting at a desk with a cat in front of a keyboard.
732,"A man playing tennis, swinging at the tennis ball."
733,A group of wine glasses that are on a table.
734,"A laptop computer, water and coffee in a cafe"
735,A white sink and shower in a room.
736,A bike parked in front of a building with large cement pillars.
737,Several boats that are floating in the water.
738,Pink lunchbox filled with fruit and vegetables and snacks.
739,a desk filled with a computer and a lot of paper work 
740,A picture of the inside of a house with the door open. 
741,The man and the woman eat food at the harbor
742,The cowboy is herding the cattle into a group.
743,The pitcher at a baseball game threw the ball
744,The baby girl sits with a red ball at her feet.
745,A little kid talking on a phone next to a table.
746,A woman sitting on a bench next to her purse.
747,A office cubical with a computer and a telephone.
748,A women who is holding a young child. 
749,A jumbo jet taking off  into the sky with its landing gear still extended.
750,a little wooden bench sitting in front of some trees 
751,a bathroom done in almost total white 
752,A white swan observing the murky lake water.
753,A young man walking down the street passed a parked fire truck.
754,a mom and her daughter and her daughter does not feel good as they lay in bed 
755,A large crowd of people gather in a square with Capitol Hill in the distance.
756,This is a really nice modern themed bathroom.
757,Two traffic lights on the side of the snowy road.
758,two men with handmade ties smile for the camera
759,Many different varieties of donuts are displayed for sale.
760,A blue and red train on some tracks surrounded by grass.
761,a man holding onto a red umbrella as he stands by a fence 
762,A bunch of trees in the dirt near water.
763,A very pretty and wide river with some horses by it.
764,A trailer is parked by the tracks in a railway station. 
765,The buses are all following one another on the road.
766,A hand holding a glazed donut over a field of grass.
767,A group of animals that are outside in the grass.
768,A kite flies in the air over a park
769,a mom and her daughter and her daughter does not feel good as they lay in bed 
770,A beach view of an area with many umbrellas and a dock going out into the water beyond it.
771,a man that is surfing in a water way
772,A longhaired cat resting on its back on top of a suitcase.
773,A baby elephant is seen at the water with two larger elephants.
774,A row of umbrellas at the beach with people sitting in chairs.
775,A dinner in three bowls on a plate.
776,Colorful military jet with missiles attached in flight
777,Person sitting in a bark bench with their leg's crossed.
